Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
BMW,3 Series,2002,20.85,Hybrid,Manual,1300,121.8,68.6,8.1,167135,4,442893,88578
Ford,Ecosport,2004,22.07,Electric,Automatic,2200,176.2,41.0,7.2,74092,6,776738,155347
Hyundai,Creta,2004,28.55,Diesel,Manual,4000,298.5,0.0,8.3,89699,5,2318484,463696
Ford,Figo,2015,14.91,Petrol,Automatic,2300,205.0,0.0,8.9,174067,7,721890,352644
MG,Astor,2019,22.68,CNG,Manual,4000,314.6,0.0,8.1,69096,4,3646313,2732683
Maruti,Dzire,2000,15.72,Diesel,Manual,3900,282.3,0.0,8.2,150233,6,3108685,621737
Honda,Jazz,2006,16.95,Hybrid,Automatic,1600,126.8,31.9,5.1,145974,5,1434838,286967
Hyundai,i10,2016,15.03,Diesel,Manual,3900,281.2,0.0,8.4,78173,6,2059714,915957
Tata,Nexon,2000,10.97,Electric,Manual,1900,155.9,36.1,7.6,22982,6,3479558,695911
MG,Gloster,2014,16.28,Petrol,Automatic,4000,318.9,0.0,7.0,63543,7,3853027,791071
Kia,Carens,2019,25.49,CNG,Manual,3300,254.3,0.0,8.9,115074,6,2383073,1462587
Toyota,Glanza,2022,21.29,Hybrid,Manual,1300,118.8,48.6,9.0,28060,6,1852773,1603736
BMW,5 Series,2020,28.0,Petrol,Automatic,2800,241.6,0.0,7.9,196156,7,3710078,2823886
Maruti,Alto,2024,11.1,Electric,Manual,4000,292.2,31.9,8.7,103535,7,3870792,3722413
Maruti,Dzire,2011,14.78,CNG,Manual,2100,193.2,0.0,9.7,46923,6,807558,386407
Mercedes,GLA,2002,19.75,Hybrid,Automatic,3000,257.6,65.3,9.4,99257,7,1292110,258422
MG,Hector,2016,27.62,Electric,Automatic,3300,258.8,66.3,8.8,67261,5,2604825,1209594
Maruti,Baleno,2006,29.99,Petrol,Manual,2700,220.9,0.0,5.0,34276,5,834648,166929
Kia,Sonet,2012,11.67,Electric,Automatic,3700,287.1,45.5,6.2,157166,6,1715559,408179
MG,Hector,2020,15.11,Electric,Automatic,2900,250.7,68.8,9.5,112478,6,1214435,865743
Mahindra,XUV700,2014,25.87,CNG,Automatic,2200,170.2,0.0,5.0,16392,4,2218309,490077
Hyundai,Creta,2022,26.42,Diesel,Automatic,1400,150.5,0.0,5.1,107106,5,1344707,1069960
MG,Gloster,2013,10.23,Hybrid,Automatic,2300,177.0,48.2,7.3,148743,4,3355503,1203961
Honda,Amaze,2025,10.1,Diesel,Automatic,3800,285.2,0.0,6.5,18140,6,2972729,2972729
Renault,Triber,2020,18.31,CNG,Manual,2400,205.2,0.0,5.5,189084,7,3755769,2777692
BMW,3 Series,2014,22.86,CNG,Automatic,1300,143.0,0.0,8.4,134029,7,1688112,552784
Tata,Harrier,2013,23.99,Petrol,Manual,3500,282.7,0.0,5.7,110971,6,629581,267544
Maruti,Swift,2004,24.13,CNG,Manual,2700,212.2,0.0,7.3,9808,7,2517257,503451
Renault,Triber,2019,15.12,Petrol,Automatic,1700,149.0,0.0,8.4,69355,7,450419,308807
Kia,Carens,2019,23.52,Petrol,Manual,1500,121.7,0.0,8.9,78085,5,2182405,1417943
Ford,Ecosport,2022,22.1,Electric,Automatic,3800,295.6,31.9,6.4,157712,7,1646210,1284031
Toyota,Innova,2013,26.52,Electric,Automatic,3700,302.5,57.0,7.7,168296,5,3345129,669025
Ford,Aspire,2003,26.02,Electric,Manual,1600,140.6,59.0,8.8,64421,5,3466091,693218
Honda,Amaze,2025,12.04,Diesel,Manual,3300,270.3,0.0,6.9,47243,7,2749120,2749120
Kia,Sonet,2019,29.58,Diesel,Manual,4000,309.5,0.0,5.3,33236,6,3277300,2131354
BMW,X3,2013,27.81,Diesel,Manual,1800,145.9,0.0,6.6,193357,7,1721414,344282
Toyota,Innova,2022,10.6,Petrol,Manual,1700,163.8,0.0,7.2,75923,6,1454865,1177632
Kia,Sonet,2020,25.94,Petrol,Manual,4000,296.9,0.0,8.6,33822,5,1930089,1610612
Mahindra,XUV300,2024,12.82,Diesel,Automatic,3600,263.7,0.0,5.1,68826,6,957913,887333
Toyota,Innova,2005,11.7,CNG,Automatic,3500,269.7,0.0,7.8,7105,7,3218281,643656
Toyota,Innova,2014,13.17,CNG,Manual,1400,132.3,0.0,8.0,164138,7,2772495,734442
Mercedes,E-Class,2009,28.74,Diesel,Automatic,1200,124.6,0.0,5.6,6097,5,2696480,539296
Skoda,Slavia,2025,16.36,CNG,Manual,800,104.0,0.0,10.0,68318,6,2030454,2030454
Honda,WRV,2019,20.88,CNG,Automatic,3000,228.6,0.0,9.3,74412,4,2309839,1577564
BMW,X3,2020,12.03,Diesel,Automatic,800,74.0,0.0,8.6,182988,4,1206171,902323
MG,Gloster,2001,16.13,Electric,Manual,1300,116.3,43.7,6.4,32506,6,1066654,213330
Ford,Figo,2000,26.11,CNG,Manual,1600,162.3,0.0,7.8,195494,5,1616416,323283
Renault,Triber,2002,18.42,Electric,Automatic,1400,119.1,70.1,5.9,77157,6,2133346,426669
Skoda,Rapid,2003,19.21,Petrol,Automatic,2000,186.2,0.0,7.8,94108,6,3361540,672308
Ford,Figo,2008,17.85,CNG,Automatic,1900,174.3,0.0,6.9,85326,4,434328,86865
Mercedes,GLA,2007,25.5,Diesel,Manual,1700,135.9,0.0,9.1,122398,7,1808676,361735
Hyundai,Venue,2019,19.73,Petrol,Manual,2700,232.2,0.0,8.2,146335,4,3198024,2444736
Mercedes,C-Class,2020,22.25,Hybrid,Automatic,2100,200.0,69.7,7.5,178002,4,1293533,945536
Tata,Safari,2009,26.53,Diesel,Manual,1400,123.2,0.0,5.3,126686,7,3888021,777604
Ford,Aspire,2007,20.12,Petrol,Automatic,2000,161.9,0.0,8.5,7262,5,2728604,545720
Kia,Seltos,2007,26.84,Diesel,Automatic,2900,225.2,0.0,5.6,171500,5,1308193,261638
Tata,Harrier,2012,29.07,Hybrid,Manual,2600,210.8,65.5,9.9,58399,6,1361427,272285
Skoda,Slavia,2023,17.16,Electric,Manual,1400,123.0,63.2,9.7,70772,6,1056768,974507
Toyota,Innova,2015,10.33,Electric,Manual,1900,175.2,51.8,5.8,182400,7,420728,217795
MG,Hector,2019,18.98,Diesel,Automatic,1700,137.7,0.0,9.3,186052,6,3365916,2503876
MG,Astor,2017,10.42,Petrol,Automatic,900,116.2,0.0,8.2,6543,7,1388062,974988
MG,Gloster,2017,22.19,Electric,Automatic,2500,216.0,60.4,5.5,194534,4,594292,312005
BMW,X3,2016,18.66,Diesel,Manual,2000,183.2,0.0,6.6,186040,7,404710,244141
Renault,Kwid,2007,18.12,Hybrid,Manual,2400,183.4,22.3,9.3,56138,5,1150368,230073
Honda,City,2002,22.1,Electric,Automatic,2800,226.1,64.6,7.9,165286,6,2630024,526004
Nissan,Sunny,2012,10.0,Hybrid,Automatic,3100,264.1,59.5,8.9,198478,6,3325885,1211736
Ford,Aspire,2015,23.67,Electric,Automatic,2000,158.1,57.4,5.8,57920,5,1816788,1181507
Honda,WRV,2021,15.62,Petrol,Automatic,3600,266.2,0.0,8.2,90339,7,1798435,1434642
Mahindra,Scorpio,2010,12.29,Diesel,Manual,1100,99.7,0.0,5.4,111182,7,493906,252070
BMW,3 Series,2004,23.75,Hybrid,Manual,1900,163.5,54.1,5.4,196649,5,3902449,1294084
Hyundai,Creta,2010,28.68,Hybrid,Manual,1000,103.2,22.5,5.5,36884,6,2131003,426200
Honda,City,2007,23.56,Electric,Automatic,2900,247.6,24.9,7.3,173573,5,3821786,764357
Renault,Kwid,2001,23.65,Hybrid,Manual,2700,216.3,29.7,6.3,184904,7,1121995,292443
Hyundai,Venue,2000,14.5,Petrol,Manual,3200,254.4,0.0,7.5,38601,5,3030994,606198
Nissan,Kicks,2006,12.08,CNG,Automatic,2700,227.8,0.0,8.6,88716,7,3373762,674752
Hyundai,i10,2000,28.95,Petrol,Manual,3700,293.6,0.0,9.8,199030,5,2180561,436112
Hyundai,i20,2009,22.46,Electric,Automatic,1100,105.5,72.4,8.9,118443,7,770673,154134
BMW,5 Series,2008,10.03,Petrol,Automatic,2300,180.2,0.0,5.0,17633,5,2668240,533648
Toyota,Innova,2000,11.14,Hybrid,Manual,2600,198.4,57.0,9.7,99088,4,2361968,472393
BMW,5 Series,2022,11.44,Hybrid,Automatic,2200,203.0,21.0,9.8,158078,4,3418970,2771739
Nissan,Kicks,2016,17.07,Petrol,Manual,900,83.9,0.0,9.3,33459,5,3023449,1628533
Maruti,Dzire,2003,23.47,CNG,Automatic,2000,170.6,0.0,6.8,102173,4,1841609,368321
Tata,Safari,2002,25.75,Diesel,Manual,3100,258.0,0.0,8.7,157319,7,2997301,599460
Tata,Safari,2020,23.46,Petrol,Manual,3400,268.2,0.0,8.6,121931,5,594640,357350
Nissan,Kicks,2003,17.69,CNG,Automatic,1400,139.2,0.0,6.2,171789,5,1911352,644815
BMW,3 Series,2021,26.58,Petrol,Manual,3500,260.6,0.0,6.2,58687,5,2932330,2532170
Kia,Sonet,2011,18.14,Petrol,Automatic,3600,295.6,0.0,6.6,148912,7,3904569,1385049
Kia,Carens,2018,10.67,Hybrid,Manual,3900,318.1,69.6,7.8,72661,4,2533027,1300631
Ford,Ecosport,2021,27.0,Electric,Automatic,1300,134.4,29.1,5.5,137597,5,444481,316281
Honda,WRV,2024,17.8,Electric,Automatic,900,82.6,41.0,7.3,79526,5,1738610,1617178
Maruti,Alto,2008,11.46,Hybrid,Manual,3400,251.6,57.0,8.5,174959,5,2566178,513235
BMW,3 Series,2021,12.34,CNG,Automatic,2000,162.4,0.0,9.0,115596,7,3989896,3506361
Toyota,Innova,2003,28.84,Electric,Automatic,3900,317.5,50.8,10.0,70550,4,780994,156198
Maruti,Baleno,2001,29.6,CNG,Manual,3600,289.0,0.0,7.0,161559,5,2028623,405724
Toyota,Yaris,2014,10.37,Electric,Automatic,3700,272.0,44.6,7.1,97866,4,1157662,349798
Kia,Carens,2004,16.86,Diesel,Automatic,3800,303.9,0.0,5.8,63437,4,2563455,512691
BMW,5 Series,2014,12.39,Diesel,Automatic,3200,242.1,0.0,5.2,125598,4,1061533,283613
Kia,Carens,2008,16.41,Diesel,Automatic,1500,140.6,0.0,8.1,85640,7,2416130,483226
Mahindra,Thar,2016,15.66,Hybrid,Automatic,800,111.0,37.2,5.6,121336,6,3689972,2179351
Honda,Amaze,2002,14.59,CNG,Automatic,2900,215.5,0.0,8.4,26536,4,3802623,760524
Honda,Jazz,2012,18.64,Diesel,Manual,1300,135.6,0.0,5.2,93985,7,2917876,940485
BMW,3 Series,2004,21.34,Petrol,Manual,3700,270.7,0.0,9.7,185930,7,2240153,448030
Kia,Carens,2017,21.19,Petrol,Manual,3900,305.1,0.0,7.6,77452,6,3362171,1684071
Mercedes,C-Class,2004,15.07,Electric,Manual,1000,115.1,20.7,7.0,184641,6,2956689,591337
Maruti,Baleno,2005,21.75,Hybrid,Manual,1400,151.2,67.2,9.5,56507,4,3118253,623650
BMW,5 Series,2004,13.26,Electric,Manual,2100,160.5,71.4,9.4,104460,5,2035142,407028
Skoda,Slavia,2005,23.48,Petrol,Manual,3800,289.4,0.0,7.8,92710,6,717689,154931
BMW,X3,2015,22.14,Petrol,Automatic,2100,168.1,0.0,6.2,105960,4,3616995,2353637
Honda,Amaze,2020,21.08,Petrol,Manual,1200,132.9,0.0,8.5,46713,5,1781810,1255772
Renault,Triber,2011,28.9,CNG,Manual,3600,272.7,0.0,5.3,38893,4,2818859,563771
Toyota,Fortuner,2009,24.6,Electric,Automatic,1600,162.1,50.3,5.3,15816,5,3256692,1578046
Hyundai,i20,2007,23.77,Petrol,Automatic,1400,144.8,0.0,8.0,191385,6,2432402,486480
Maruti,Alto,2010,29.93,Petrol,Manual,1400,125.4,0.0,9.8,145369,7,1949583,666888
Tata,Nexon,2001,26.0,Hybrid,Manual,2700,211.7,55.0,9.7,98388,6,883626,176725
Toyota,Fortuner,2012,17.83,CNG,Manual,3000,234.9,0.0,6.8,138866,7,1490720,411829
Toyota,Yaris,2006,23.24,Diesel,Manual,3800,288.9,0.0,9.8,128329,4,2256498,451299
Renault,Kwid,2019,14.27,Electric,Manual,2900,251.2,71.3,6.6,56030,5,1517358,1154413
Kia,Seltos,2011,26.72,Electric,Automatic,2900,236.0,23.8,9.8,156239,5,1529881,876159
MG,Gloster,2011,22.84,CNG,Manual,3400,248.6,0.0,8.4,9448,7,3541475,1827376
Hyundai,Venue,2004,26.35,Diesel,Manual,2500,197.0,0.0,5.4,124718,7,485829,97165
MG,Gloster,2025,19.03,Diesel,Automatic,2000,174.4,0.0,8.9,38079,6,1110666,1110666
Kia,Sonet,2011,17.59,Petrol,Automatic,3400,275.0,0.0,6.8,124126,7,913194,182638
Mercedes,A-Class,2010,20.48,Hybrid,Manual,2700,225.8,48.5,7.2,115988,5,3098836,1346586
Maruti,WagonR,2024,19.68,Hybrid,Manual,1700,150.7,26.8,5.6,88932,7,3763334,3581069
Toyota,Fortuner,2022,10.22,Hybrid,Manual,900,112.6,61.8,5.8,51516,4,2466087,2061252
Ford,Figo,2020,18.01,CNG,Manual,2800,239.6,0.0,8.5,147047,6,2759730,2113213
Hyundai,Venue,2008,20.11,CNG,Automatic,2100,161.2,0.0,6.9,27803,4,2501763,500352
Mahindra,XUV300,2002,21.7,CNG,Manual,1700,136.9,0.0,5.0,88336,5,520879,104175
Nissan,Kicks,2006,24.1,Petrol,Manual,2300,203.7,0.0,5.9,103197,4,3440196,688039
Nissan,Magnite,2013,17.16,Electric,Automatic,3900,292.9,71.1,5.5,162022,4,3449870,804275
Tata,Safari,2015,28.7,Petrol,Manual,1600,127.5,0.0,8.8,115568,5,3941360,1094465
Tata,Nexon,2018,17.45,CNG,Manual,1100,109.3,0.0,8.6,161417,7,1780056,1091844
Maruti,WagonR,2024,25.74,Diesel,Automatic,2100,162.2,0.0,5.5,177340,6,546126,526407
Mahindra,Thar,2021,28.47,Petrol,Manual,1700,148.1,0.0,7.4,30039,4,1067586,886598
Mahindra,XUV300,2017,18.11,Diesel,Manual,1700,157.7,0.0,6.9,185716,4,993911,504287
Maruti,Alto,2000,19.33,CNG,Manual,3200,247.5,0.0,7.3,78088,7,886853,177370
Toyota,Innova,2020,21.95,Diesel,Manual,4000,310.3,0.0,10.0,13728,7,826579,673725
Honda,Amaze,2009,15.84,Hybrid,Manual,3000,248.2,67.6,8.6,180746,7,1902018,505269
Mahindra,XUV300,2005,10.13,Hybrid,Automatic,2400,195.7,72.0,8.6,161792,6,893050,229575
Renault,Duster,2023,13.05,Petrol,Automatic,2600,210.9,0.0,9.5,9608,6,2720770,2287209
Kia,Carens,2012,27.92,Diesel,Automatic,3100,252.5,0.0,7.3,53359,7,3613358,941085
Mercedes,E-Class,2009,20.14,Diesel,Automatic,2500,214.0,0.0,7.9,11896,7,870152,174030
Hyundai,i10,2017,21.03,CNG,Manual,1200,112.7,0.0,7.2,136394,4,495772,233676
Kia,Seltos,2002,24.53,Hybrid,Automatic,1300,138.1,46.5,7.7,101554,6,2440608,488121
Tata,Tiago,2025,17.14,Petrol,Manual,2400,198.6,0.0,7.4,10791,4,1923898,1923898
Tata,Altroz,2013,12.08,Hybrid,Automatic,3600,268.6,40.0,5.8,192866,5,530169,219027
Honda,Amaze,2020,12.72,Petrol,Automatic,3900,300.0,0.0,9.7,64127,6,1413700,998551
Renault,Kwid,2021,14.26,Hybrid,Manual,1100,121.3,40.4,6.5,40881,5,3497982,2427013
Nissan,Magnite,2011,28.54,Electric,Manual,1200,137.3,38.4,6.3,96349,5,3296226,659245
Mercedes,GLA,2020,15.1,Diesel,Manual,1200,102.9,0.0,8.1,72795,7,2953103,1926356
Skoda,Rapid,2002,27.05,Hybrid,Automatic,1300,145.3,26.6,8.3,118222,4,1001711,200342
BMW,X1,2006,11.51,Electric,Automatic,1200,107.6,78.4,9.8,124016,7,3856389,771277
Hyundai,i10,2018,21.45,Hybrid,Automatic,1100,116.9,38.7,8.9,54973,6,3254631,2378264
Renault,Triber,2016,11.86,Petrol,Automatic,3600,265.8,0.0,7.9,30384,6,2919154,2043315
Nissan,Sunny,2011,15.41,Electric,Automatic,1800,154.4,47.6,7.1,73986,4,1587316,489982
BMW,X3,2001,21.98,Petrol,Manual,2400,186.6,0.0,9.8,115868,6,1026024,205204
Renault,Kwid,2011,17.69,Hybrid,Manual,3800,278.5,42.5,5.4,18657,6,2674576,775176
MG,Astor,2017,23.14,Hybrid,Automatic,1700,148.1,23.8,5.6,89244,6,1499075,1093148
Skoda,Kushaq,2013,11.0,Hybrid,Manual,1500,151.9,21.0,5.8,7491,6,2056733,840149
Kia,Carens,2024,24.21,Diesel,Automatic,1400,137.1,0.0,8.9,76522,5,2549851,2399148
Ford,Figo,2002,21.37,Hybrid,Manual,2300,192.3,67.0,5.2,175032,6,3812431,762486
Nissan,Sunny,2023,21.1,Hybrid,Automatic,3100,253.5,24.1,5.1,96155,6,3077461,2666219
Toyota,Yaris,2024,27.97,Electric,Manual,1300,142.5,50.5,8.3,163864,6,1512443,1437835
Maruti,Swift,2017,11.21,Electric,Automatic,3400,253.1,71.0,5.4,28746,6,2076158,1054736
Mahindra,Scorpio,2015,21.35,Electric,Manual,1900,151.3,56.1,5.1,159170,5,3654803,976654
Toyota,Glanza,2006,28.69,Electric,Manual,1600,148.0,44.1,8.2,127964,6,3562955,712591
Hyundai,Creta,2013,28.25,Diesel,Automatic,4000,287.9,0.0,5.6,52098,5,3174777,702919
Nissan,Sunny,2014,11.9,CNG,Manual,1700,147.1,0.0,8.0,95374,5,2692809,1803701
Renault,Triber,2023,23.87,Diesel,Manual,2400,180.1,0.0,6.6,186150,6,2281520,2065529
Honda,Jazz,2020,22.85,Petrol,Manual,2100,170.3,0.0,6.9,127379,4,1535039,1180344
Skoda,Rapid,2004,29.99,Electric,Automatic,900,114.9,61.2,9.7,157007,6,1135147,227029
Maruti,Dzire,2019,28.39,Diesel,Automatic,2400,219.1,0.0,8.8,32108,4,431299,324723
Ford,Ecosport,2012,24.44,Hybrid,Manual,1300,111.8,20.1,5.7,21750,5,883051,358207
Mahindra,Thar,2011,24.01,Petrol,Manual,2600,218.7,0.0,5.1,128923,6,3983137,1275320
Toyota,Fortuner,2010,29.03,Electric,Manual,4000,320.7,49.0,8.0,154411,7,1639756,563779
Toyota,Glanza,2025,11.78,Petrol,Automatic,1700,157.4,0.0,5.9,163975,4,1327203,1327203
Kia,Carens,2019,28.08,Petrol,Automatic,1400,143.9,0.0,7.7,172766,4,3607091,2521690
Kia,Seltos,2013,25.89,Hybrid,Manual,1500,157.2,32.4,6.1,108272,4,711150,438186
Kia,Sonet,2002,29.73,CNG,Manual,3600,282.6,0.0,8.5,68833,5,2034755,406951
Ford,Ecosport,2002,10.98,Hybrid,Automatic,1100,112.3,78.5,9.6,90849,7,496547,99309
Kia,Sonet,2018,27.32,Diesel,Automatic,3400,282.8,0.0,9.1,106159,5,2676456,1932492
Hyundai,Verna,2025,26.28,Electric,Automatic,3500,289.0,51.2,7.8,10790,7,2700057,2700057
Maruti,Dzire,2001,11.64,CNG,Automatic,4000,313.1,0.0,6.0,122776,6,3988221,797644
Hyundai,Verna,2003,29.87,Hybrid,Manual,3000,225.2,73.0,5.0,132193,5,1117975,223595
Nissan,Magnite,2012,23.43,Electric,Automatic,2400,192.9,73.6,9.9,87587,4,2482959,1250484
Renault,Triber,2015,25.58,CNG,Manual,3100,233.5,0.0,7.7,182698,6,1125321,605672
Mercedes,C-Class,2018,24.39,Diesel,Manual,3100,245.4,0.0,9.1,198444,4,2948885,1332963
Ford,Aspire,2002,27.61,Diesel,Automatic,3000,232.0,0.0,5.4,159164,6,629504,125900
BMW,5 Series,2019,15.2,Petrol,Automatic,3500,281.4,0.0,8.0,66541,4,2363522,1279314
BMW,X1,2011,25.17,Petrol,Manual,3600,284.6,0.0,6.3,48322,6,1928524,479043
Toyota,Glanza,2014,13.08,Petrol,Automatic,1700,166.4,0.0,5.3,7908,6,3910653,2105853
Renault,Triber,2000,16.88,Petrol,Automatic,3900,290.4,0.0,6.8,12049,6,3488191,697638
Mahindra,XUV700,2007,18.03,Hybrid,Manual,3700,269.3,54.3,9.4,138147,5,1381336,276267
Tata,Altroz,2015,11.34,Diesel,Automatic,1200,117.5,0.0,9.6,62431,6,1835617,839618
Renault,Kwid,2023,11.29,Electric,Automatic,3000,228.6,26.7,9.3,106488,7,3720651,3323842
Renault,Triber,2023,25.52,Electric,Automatic,1600,143.1,43.3,9.5,118021,7,3906399,3538535
Kia,Seltos,2003,23.91,Diesel,Automatic,3900,306.7,0.0,9.9,166441,6,3529985,705997
Skoda,Rapid,2025,18.7,Electric,Manual,1600,133.7,38.7,8.1,132366,7,2969886,2969886
Renault,Triber,2022,21.65,Hybrid,Manual,1700,162.9,73.9,9.9,69806,4,1605905,1369310
MG,Astor,2007,11.65,Diesel,Manual,800,104.5,0.0,6.5,158050,7,630714,126142
Ford,Aspire,2002,11.85,Hybrid,Manual,1700,170.2,54.9,8.5,30449,6,729686,145937
Ford,Ecosport,2016,18.03,Diesel,Manual,3100,258.4,0.0,8.5,141503,4,3560406,1775174
Maruti,Swift,2013,23.52,CNG,Automatic,3400,253.6,0.0,7.0,56622,5,1433716,766496
Honda,Amaze,2001,12.75,Hybrid,Automatic,2500,190.7,38.1,8.2,135433,6,3926766,785353
MG,Hector,2017,12.47,Hybrid,Automatic,2700,221.9,43.1,9.9,27637,7,1239649,775525
BMW,5 Series,2002,29.73,Electric,Manual,2500,220.2,30.7,5.7,127141,6,1982284,396456
Renault,Kwid,2008,10.77,CNG,Manual,1700,151.9,0.0,6.9,167565,6,2874236,574847
Skoda,Slavia,2020,28.41,Diesel,Manual,3500,283.2,0.0,7.6,64574,4,2120522,1671945
Hyundai,i20,2008,14.18,Diesel,Automatic,3200,265.0,0.0,9.3,137733,6,2230301,446060
Ford,Ecosport,2006,25.59,Electric,Automatic,1400,127.0,60.3,9.0,163897,6,2744913,548982
Tata,Tiago,2006,20.37,Electric,Automatic,2400,195.2,45.9,8.9,152022,4,2549737,509947
Renault,Duster,2020,11.45,CNG,Automatic,3000,228.0,0.0,5.9,5288,7,2792704,1791349
BMW,3 Series,2022,18.36,Electric,Automatic,2300,194.9,44.4,9.1,26825,4,1760370,1430370
Mercedes,GLA,2007,13.48,CNG,Automatic,3200,248.5,0.0,7.4,150643,5,1338098,267619
Maruti,Baleno,2020,27.51,Hybrid,Manual,1300,130.0,66.2,8.8,75087,4,2044645,1454140
Ford,Ecosport,2022,19.25,Petrol,Manual,3300,257.6,0.0,8.8,73792,6,3657320,3294529
Toyota,Yaris,2020,22.32,Petrol,Automatic,3300,247.3,0.0,6.9,78626,7,1571714,979677
Hyundai,i20,2016,24.02,CNG,Automatic,2300,181.3,0.0,7.1,21354,6,2885908,820653
MG,Hector,2018,26.59,Petrol,Manual,1200,138.5,0.0,9.3,176661,7,3832778,2336604
BMW,X3,2019,17.71,Diesel,Automatic,3800,278.2,0.0,5.0,163067,5,1602436,999751
Toyota,Yaris,2009,23.14,Diesel,Automatic,1900,161.7,0.0,6.3,165835,5,1369066,469720
Ford,Figo,2014,13.85,Petrol,Automatic,1000,116.3,0.0,9.8,163611,7,1978019,1092620
MG,Astor,2013,22.09,Hybrid,Automatic,3500,264.7,20.1,7.1,155908,5,1195637,642648
MG,Hector,2008,21.65,CNG,Manual,2200,185.8,0.0,8.0,91450,6,1178143,467301
Tata,Safari,2013,19.64,Diesel,Automatic,2700,212.3,0.0,6.5,13918,5,888173,177634
Skoda,Rapid,2011,18.99,Diesel,Manual,2000,164.4,0.0,8.0,174482,4,3700381,2107415
Tata,Tiago,2001,19.71,CNG,Automatic,2000,171.7,0.0,7.0,7303,6,2631909,526381
Mercedes,C-Class,2018,25.73,Hybrid,Automatic,3900,302.4,59.6,9.0,180453,5,3667842,2734904
Nissan,Magnite,2024,29.87,Hybrid,Manual,4000,323.0,22.0,8.1,79823,6,3445708,3191520
Nissan,Sunny,2017,19.56,Diesel,Automatic,3900,310.5,0.0,9.8,100422,4,3615459,1841479
Tata,Altroz,2004,26.79,Electric,Manual,1000,91.7,60.9,5.4,159921,6,3571356,714271
Tata,Harrier,2011,10.04,Electric,Automatic,1200,116.3,74.8,5.6,31867,7,2094731,951490
Hyundai,Venue,2001,13.47,Hybrid,Automatic,3900,292.2,34.5,7.3,144969,5,2865268,573053
Toyota,Glanza,2017,25.05,Hybrid,Manual,1600,135.6,75.9,5.7,159073,5,3354033,1324135
Honda,Amaze,2024,27.59,Petrol,Automatic,2900,227.9,0.0,7.6,48526,6,2910452,2748308
Renault,Kwid,2018,14.11,Hybrid,Automatic,2200,183.2,61.2,5.8,139518,6,3946206,2486380
Honda,Jazz,2001,20.88,Diesel,Manual,800,105.9,0.0,9.5,75525,7,3167873,633574
Honda,City,2003,21.55,CNG,Automatic,3800,275.1,0.0,5.6,101003,6,3310429,662085
Toyota,Innova,2015,11.16,CNG,Automatic,2500,222.2,0.0,6.2,193683,6,2112225,1168807
Hyundai,Venue,2009,16.0,Hybrid,Manual,2900,224.0,78.0,5.7,158250,4,1911359,922110
Renault,Kwid,2013,22.3,Petrol,Automatic,3100,231.1,0.0,9.5,175553,4,3907200,781440
Toyota,Glanza,2004,15.86,Electric,Manual,3600,283.3,54.8,8.2,22804,4,1544234,308846
Toyota,Yaris,2000,27.1,CNG,Manual,2400,202.5,0.0,9.9,144778,5,2917149,583429
Renault,Triber,2002,27.97,Hybrid,Automatic,3500,288.2,53.8,5.1,13109,5,866303,173260
Tata,Altroz,2003,29.6,Diesel,Manual,2400,216.4,0.0,6.7,60574,5,2602153,883756
Mahindra,Bolero,2017,10.54,Hybrid,Automatic,1200,117.0,46.3,9.5,148687,5,1557878,1103801
Maruti,Swift,2024,12.06,CNG,Automatic,1400,139.5,0.0,5.1,196780,4,2118708,1972882
Tata,Altroz,2014,18.81,Petrol,Automatic,800,96.8,0.0,5.4,79418,7,1587770,1036902
Mahindra,Bolero,2016,20.49,Petrol,Manual,2200,183.8,0.0,6.9,40431,6,2055317,811042
Renault,Kwid,2015,23.56,Diesel,Manual,800,89.9,0.0,8.2,29526,7,424100,234106
Ford,Figo,2023,21.9,Electric,Manual,3500,269.0,75.0,7.2,162178,4,2669439,2356762
Renault,Duster,2008,29.85,Diesel,Manual,1300,110.2,0.0,6.9,12014,4,770670,154134
Hyundai,i10,2020,27.52,Electric,Automatic,1900,169.0,48.5,7.9,6831,6,1428547,926832
Mahindra,XUV300,2025,23.75,Electric,Manual,3100,261.3,46.7,5.3,91118,7,1734838,1734838
Mercedes,GLA,2000,21.79,Diesel,Automatic,2700,232.0,0.0,5.7,135311,7,2405789,481157
Toyota,Innova,2025,19.02,Electric,Automatic,1000,114.1,68.9,9.4,54496,5,1908215,1908215
Skoda,Slavia,2015,23.47,Hybrid,Manual,2500,219.4,68.8,8.0,171796,7,2471758,1613470
Kia,Sonet,2007,26.93,Petrol,Automatic,1900,155.4,0.0,8.2,108599,5,3311277,662255
Hyundai,Verna,2008,29.8,Diesel,Automatic,2700,210.8,0.0,5.1,187902,5,1716628,343325
MG,Hector,2014,25.82,CNG,Manual,3000,249.4,0.0,9.8,131687,6,787365,307012
Maruti,Swift,2001,21.81,Hybrid,Automatic,3500,272.0,59.4,8.4,181746,4,3142818,628563
Renault,Kwid,2009,28.47,CNG,Automatic,3700,297.7,0.0,6.6,6459,7,1198860,239772
BMW,5 Series,2023,13.59,Diesel,Manual,3000,222.0,0.0,5.3,134752,4,1639767,1495416
Renault,Triber,2005,20.22,Electric,Automatic,2700,220.5,33.0,6.3,125426,5,1191230,238246
